Stok Cantik 7
Tanggal : 2013-05-21
Shift : 2
100020008;MODEM ADVAN DT10;5;359769027394276               
100020008;MODEM ADVAN DT10;5;359769027307989               
100020008;MODEM ADVAN DT10;5;359769027307906               
100020008;MODEM ADVAN DT10;5;359769027307534               
100020008;MODEM ADVAN DT10;5;359769026644663               
100020011;TABLET PC ADVAN T3I;1;352802032261210               
100020018;TABLET PC ADVAN VANDROID S5A;1;352830320037310               
100020019;TABLET PC ADVAN VANDROID T1B;3;352840320106530               
100020019;TABLET PC ADVAN VANDROID T1B;3;352840320160941               
100020019;TABLET PC ADVAN VANDROID T1B;3;352840320103446               
100020021;TABLET PC ADVAN VANDROID E1B;2;356476050199780               
100020021;TABLET PC ADVAN VANDROID E1B;2;356476050083100               
100020022;TABLET PC ADVAN VANDROID T3A;2;352802032293930               
100020022;TABLET PC ADVAN VANDROID T3A;2;352802032273090               
100020023;TABLET PC ADVAN VANDROID T1D;4;352802034040496               
100020023;TABLET PC ADVAN VANDROID T1D;4;356383050121310               
100020023;TABLET PC ADVAN VANDROID T1D;4;352802034068695               
100020023;TABLET PC ADVAN VANDROID T1D;4;352802034048697               
100050010;HP 3GSM BEYOND B620;1;350062000122347               
100060004;HP GSM BB 8520 DISTRIBUTOR;1;357257042795083               
100060011;HP GSM BB 9220 BLACK;6;355415052130466               
100060011;HP GSM BB 9220 BLACK;6;355415055302336               
100060011;HP GSM BB 9220 BLACK;6;355415055383385               
100060011;HP GSM BB 9220 BLACK;6;355415054209334               
100060011;HP GSM BB 9220 BLACK;6;355415054182002               
100060011;HP GSM BB 9220 BLACK;6;355415054181871               
100060016;HP GSM BB 9360 BLACK;2;352631054044231               
100060016;HP GSM BB 9360 BLACK;2;352631054045675               
100060023;HP GSM BB 9860 BLACK;2;357826046291503               
100060023;HP GSM BB 9860 BLACK;2;357826046170731               
100060026;HP GSM BB 9220 WHITE;4;355415059988890               
100060026;HP GSM BB 9220 WHITE;4;355415059980921               
100060026;HP GSM BB 9220 WHITE;4;355415059761313               
100060026;HP GSM BB 9220 WHITE;4;355415059716101               
100060027;HP GSM BB 9320 WHITE;7;354760051819655               
100060027;HP GSM BB 9320 WHITE;7;355570052101949               
100060027;HP GSM BB 9320 WHITE;7;355570052101840               
100060027;HP GSM BB 9320 WHITE;7;355570052113258               
100060027;HP GSM BB 9320 WHITE;7;355570052112722               
100060027;HP GSM BB 9320 WHITE;7;355570052484477               
100060027;HP GSM BB 9320 WHITE;7;355570052484451               
100060028;HP GSM BB 9360 WHITE;1;352631054384082               
100060031;HP GSM BB 9810 WHITE;1;357694049667149               
100060032;HP GSM BB 9220 BLUE;1;355415055294830               
100060033;HP GSM BB 9320 BLUE;1;355570055578473               
100060034;HP GSM BB Z10 BLACK;1;354010054764692               
100060035;HP GSM BB 9220 PINK;1;355415056552624               
100060039;HP GSM BB 9320 PINK;1;355570058419758               
100110026;HP 2GSM CROSS P2Q T/F 4GB;1;359111203060401               
100110032;HP 2GSM CROSS PD11;1;320912020971304               
100110034;HP 2GSM CROSS PD3;2;350612070291552               
100110034;HP 2GSM CROSS PD3;2;350612070266802               
100110043;HP 2GSM CROSS E5QT;2;310912491397429               
100110043;HP 2GSM CROSS E5QT;2;310912491388246               
100110045;HP 2GSM CROSS G1Q*;22;356469053689573               
100110045;HP 2GSM CROSS G1Q*;22;351011338410972               
100110045;HP 2GSM CROSS G1Q*;22;356469053795370               
100110045;HP 2GSM CROSS G1Q*;22;356469053795313               
100110045;HP 2GSM CROSS G1Q*;22;356469053729841               
100110045;HP 2GSM CROSS G1Q*;22;356469053728710               
100110045;HP 2GSM CROSS G1Q*;22;356469053711922               
100110045;HP 2GSM CROSS G1Q*;22;356469053710205               
100110045;HP 2GSM CROSS G1Q*;22;351101238308267               
100110045;HP 2GSM CROSS G1Q*;22;351011338433305               
100110045;HP 2GSM CROSS G1Q*;22;351011338433271               
100110045;HP 2GSM CROSS G1Q*;22;351011338433230               
100110045;HP 2GSM CROSS G1Q*;22;351011338415096               
100110045;HP 2GSM CROSS G1Q*;22;351011338410402               
100110045;HP 2GSM CROSS G1Q*;22;351101238280557               
100110045;HP 2GSM CROSS G1Q*;22;351101238280524               
100110045;HP 2GSM CROSS G1Q*;22;351101238280466               
100110045;HP 2GSM CROSS G1Q*;22;351101238177860               
100110045;HP 2GSM CROSS G1Q*;22;351011338441100               
100110045;HP 2GSM CROSS G1Q*;22;351011338439161               
100110045;HP 2GSM CROSS G1Q*;22;351011338437017               
100110045;HP 2GSM CROSS G1Q*;22;351011338430640               
100110045;HP 2GSM CROSS G1Q*;22;351011338414073               
100110050;HP 2GSM CROSS G10T TF 4GB;8;391012042417721               
100110050;HP 2GSM CROSS G10T TF 4GB;8;391012042417111               
100110050;HP 2GSM CROSS G10T TF 4GB;8;390912042255551               
100110050;HP 2GSM CROSS G10T TF 4GB;8;390912042208671               
100110050;HP 2GSM CROSS G10T TF 4GB;8;390912042198971               
100110050;HP 2GSM CROSS G10T TF 4GB;8;390912042181861               
100110050;HP 2GSM CROSS G10T TF 4GB;8;390912042173861               
100110050;HP 2GSM CROSS G10T TF 4GB;8;390912042313091               
100110052;HP 2GSM CROSS P2 TF 4GB;2;359101202125971               
100110052;HP 2GSM CROSS P2 TF 4GB;2;359101202132521               
100110062;HP 2GSM CROSS V10;7;321112030243591               
100110062;HP 2GSM CROSS V10;7;321212030052974               
100110062;HP 2GSM CROSS V10;7;321112030220250               
100110062;HP 2GSM CROSS V10;7;321112030233402               
100110062;HP 2GSM CROSS V10;7;321112030230663               
100110062;HP 2GSM CROSS V10;7;321112030480888               
100110062;HP 2GSM CROSS V10;7;321112030232230               
100110066;HP 2GSM CROSS D1T+HF;10;381012060223201               
100110066;HP 2GSM CROSS D1T+HF;10;381012060223141               
100110066;HP 2GSM CROSS D1T+HF;10;381012060040161               
100110066;HP 2GSM CROSS D1T+HF;10;381012060003521               
100110066;HP 2GSM CROSS D1T+HF;10;381012060219451               
100110066;HP 2GSM CROSS D1T+HF;10;381012060002811               
100110066;HP 2GSM CROSS D1T+HF;10;380912060306251               
100110066;HP 2GSM CROSS D1T+HF;10;380912060293241               
100110066;HP 2GSM CROSS D1T+HF;10;380912060172681               
100110066;HP 2GSM CROSS D1T+HF;10;380812060227831               
100110067;HP 2GSM CROSS PB1;7;300712070065849               
100110067;HP 2GSM CROSS PB1;7;300712070078107               
100110067;HP 2GSM CROSS PB1;7;300712070092934               
100110067;HP 2GSM CROSS PB1;7;300712070092900               
100110067;HP 2GSM CROSS PB1;7;300712070081325               
100110067;HP 2GSM CROSS PB1;7;300712070089872               
100110067;HP 2GSM CROSS PB1;7;300712070008005               
100110071;HP 2GSM CROSS D6T;6;311212551393809               
100110071;HP 2GSM CROSS D6T;6;311212551386746               
100110071;HP 2GSM CROSS D6T;6;311212551253847               
100110071;HP 2GSM CROSS D6T;6;311212551246858               
100110071;HP 2GSM CROSS D6T;6;311212551449643               
100110071;HP 2GSM CROSS D6T;6;311012550957236               
100110072;HP 2GSM CROSS G900X;5;391112070718351               
100110072;HP 2GSM CROSS G900X;5;391112070642431               
100110072;HP 2GSM CROSS G900X;5;391112070905221               
100110072;HP 2GSM CROSS G900X;5;391112070852491               
100110072;HP 2GSM CROSS G900X;5;391112070847541               
100110075;HP 2GSM CROSS PB2;10;310712450234203               
100110075;HP 2GSM CROSS PB2;10;310113450307349               
100110075;HP 2GSM CROSS PB2;10;310612450055006               
100110075;HP 2GSM CROSS PB2;10;310612450013450               
100110075;HP 2GSM CROSS PB2;10;310712450214866               
100110075;HP 2GSM CROSS PB2;10;310612450025439               
100110075;HP 2GSM CROSS PB2;10;310712450259705               
100110075;HP 2GSM CROSS PB2;10;310612450067787               
100110075;HP 2GSM CROSS PB2;10;310612450020869               
100110075;HP 2GSM CROSS PB2;10;310612450012445               
100110079;HP 2GSM CROSS D6T+;10;311012550642960               
100110079;HP 2GSM CROSS D6T+;10;311012550681166               
100110079;HP 2GSM CROSS D6T+;10;311012550680721               
100110079;HP 2GSM CROSS D6T+;10;311012550678915               
100110079;HP 2GSM CROSS D6T+;10;310912550424700               
100110079;HP 2GSM CROSS D6T+;10;310912550419262               
100110079;HP 2GSM CROSS D6T+;10;310912550413828               
100110079;HP 2GSM CROSS D6T+;10;311012550673189               
100110079;HP 2GSM CROSS D6T+;10;311012550644198               
100110079;HP 2GSM CROSS D6T+;10;311012550598642               
100110082;HP 2GSM CROSS CS6;1;360113050057509               
100110085;HP 2GSM CROSS A10;2;311112560273945               
100110085;HP 2GSM CROSS A10;2;310113560513067               
100110087;HP 2GSM CROSS A20;11;391212100211685               
100110087;HP 2GSM CROSS A20;11;390113100330547               
100110087;HP 2GSM CROSS A20;11;390113100459111               
100110087;HP 2GSM CROSS A20;11;390113100286123               
100110087;HP 2GSM CROSS A20;11;390113100475097               
100110087;HP 2GSM CROSS A20;11;390113100475085               
100110087;HP 2GSM CROSS A20;11;390113100387873               
100110087;HP 2GSM CROSS A20;11;390113100279759               
100110087;HP 2GSM CROSS A20;11;356473051840147               
100110087;HP 2GSM CROSS A20;11;356473051803509               
100110087;HP 2GSM CROSS A20;11;356473051661063               
100110097;HP 2GSM CROSS M 96T + GAME PAD;13;351212140310521               
100110097;HP 2GSM CROSS M 96T + GAME PAD;13;351212141139416               
100110097;HP 2GSM CROSS M 96T + GAME PAD;13;351212141139408               
100110097;HP 2GSM CROSS M 96T + GAME PAD;13;350113140384626               
100110097;HP 2GSM CROSS M 96T + GAME PAD;13;350113140509024               
100110097;HP 2GSM CROSS M 96T + GAME PAD;13;350113140429520               
100110106;HP 2GSM CROSS D2T* EARPHONE;1;356468053747241               
100160001;HP XSTREAM EVDO E781A;2;801CF70C                      
100160001;HP XSTREAM EVDO E781A;2;80C307AA                      
100160002;HP XSTREAM EVDO ED782A;3;80D62F21                      
100160002;HP XSTREAM EVDO ED782A;3;80886521                      
100160002;HP XSTREAM EVDO ED782A;3;80BAB05E                      
100190012;MODEM HUAWEI E160G DONGLE O2;1;
100190013;MODEM HUAWEI E173 MOBINIL;1;
100190023;HP CDMA HUAWEI C8150;4;80B70ABE                      
100190023;HP CDMA HUAWEI C8150;4;80DCC330                      
100190023;HP CDMA HUAWEI C8150;4;80532430                      
100190023;HP CDMA HUAWEI C8150;4;800F5815                      
100280001;MODEM USB ESIA MAX D;3;08906299010568755812          
100280001;MODEM USB ESIA MAX D;3;071A7B3F                      
100280001;MODEM USB ESIA MAX D;3;071A4535                      
100280001;MODEM USB ESIA MAX D;3;071923EE                      
100300001;HP 2GSM MICXON CX1;1;271251210003878
100300009;HP 2GSM MICXON OX3;3;393210412097982               
100300009;HP 2GSM MICXON OX3;3;393210412086977               
100300009;HP 2GSM MICXON OX3;3;393210412041238               
100300010;HP 2GSM MICXON CX21;1;481080312001096               
100300011;HP 2GSM MICXON OX5;1;395121105024183               
100310002;HP 2GSM MITO 177;2;866857016656064               
100310002;HP 2GSM MITO 177;2;866857016697548               
100310024;TABLET PC MITO T500;3;354106028229786               
100310024;TABLET PC MITO T500;3;354106028165212               
100310024;TABLET PC MITO T500;3;354106026674140               
100310026;HP 2GSM MITO 911;1;866080016043890               
100310028;HP 2GSM MITO 201I;5;866435018093006               
100310028;HP 2GSM MITO 201I;5;866435018146796               
100310028;HP 2GSM MITO 201I;5;866435018083148               
100310028;HP 2GSM MITO 201I;5;866435018132812               
100310028;HP 2GSM MITO 201I;5;866435018069931               
100310044;HP 2GSM MITO 600;2;355527033194831               
100310044;HP 2GSM MITO 600;2;355527033179956               
100310046;HP 2GSM MITO A300;3;860493020945958               
100310046;HP 2GSM MITO A300;3;860493020943334               
100310046;HP 2GSM MITO A300;3;860493020946089               
100310051;HP 2GSM MITO A100;2;860492020549083               
100310051;HP 2GSM MITO A100;2;860492020531990               
100310052;HP 2GSM MITO A220;6;862548010235930               
100310052;HP 2GSM MITO A220;6;862548010304652               
100310052;HP 2GSM MITO A220;6;862548010285521               
100310052;HP 2GSM MITO A220;6;862548010284177               
100310052;HP 2GSM MITO A220;6;862548010283153               
100310052;HP 2GSM MITO A220;6;862548010267941               
100330013;HP 2GSM NEXIAN NX G331;3;357178048653128               
100330013;HP 2GSM NEXIAN NX G331;3;357178048037520               
100330013;HP 2GSM NEXIAN NX G331;3;357178044531500               
100330020;HP 2GSM NEXIAN NX G855;3;351790050049569               
100330020;HP 2GSM NEXIAN NX G855;3;351790050031781               
100330020;HP 2GSM NEXIAN NX G855;3;351790050031765               
100330042;HP 2GSM NEXIAN NX A850;4;353249046285116               
100330042;HP 2GSM NEXIAN NX A850;4;353249046268476               
100330042;HP 2GSM NEXIAN NX A850;4;353249046252868               
100330042;HP 2GSM NEXIAN NX A850;4;353249046231698               
100330051;MODEM USB NEXIAN U3600;1;357177040100468               
100340001;HP 2GSM NOKIA 101;5;355915052178746               
100340001;HP 2GSM NOKIA 101;5;356315057869721               
100340001;HP 2GSM NOKIA 101;5;355518053437226               
100340001;HP 2GSM NOKIA 101;5;355934051634989               
100340001;HP 2GSM NOKIA 101;5;354118055145561               
100340002;HP 2GSM NOKIA 110;3;354646055509360               
100340002;HP 2GSM NOKIA 110;3;355181058592428               
100340002;HP 2GSM NOKIA 110;3;354132058988505               
100340004;HP 2GSM NOKIA 200 T/F 2GB;5;355482055692744               
100340004;HP 2GSM NOKIA 200 T/F 2GB;5;355482055769369               
100340004;HP 2GSM NOKIA 200 T/F 2GB;5;355482055743208               
100340004;HP 2GSM NOKIA 200 T/F 2GB;5;355482055145388               
100340004;HP 2GSM NOKIA 200 T/F 2GB;5;355482055756861               
100340005;HP 2GSM NOKIA 202 T/F 2GB;3;355487056158801               
100340005;HP 2GSM NOKIA 202 T/F 2GB;3;355487058890062               
100340005;HP 2GSM NOKIA 202 T/F 2GB;3;355487058954322               
100340007;HP 2GSM NOKIA C2 03;6;352865058895483               
100340007;HP 2GSM NOKIA C2 03;6;353697051089940               
100340007;HP 2GSM NOKIA C2 03;6;353697051090344               
100340007;HP 2GSM NOKIA C2 03;6;353697051090302               
100340007;HP 2GSM NOKIA C2 03;6;353697051089882               
100340007;HP 2GSM NOKIA C2 03;6;353697050003785               
100340009;HP 2GSM NOKIA X2 02;1;355515059769842               
100340011;HP GSM NOKIA 100;7;355502054532722               
100340011;HP GSM NOKIA 100;7;356320055193173               
100340011;HP GSM NOKIA 100;7;355502059565081               
100340011;HP GSM NOKIA 100;7;355909052222323               
100340011;HP GSM NOKIA 100;7;356345052880472               
100340011;HP GSM NOKIA 100;7;355909050240434               
100340011;HP GSM NOKIA 100;7;355909052245696               
100340033;HP GSM NOKIA 305;5;354604055890728               
100340033;HP GSM NOKIA 305;5;354604055672209               
100340033;HP GSM NOKIA 305;5;355492058232927               
100340033;HP GSM NOKIA 305;5;355492058215468               
100340033;HP GSM NOKIA 305;5;355492058173485               
100340034;HP GSM NOKIA 306;4;355192052648769               
100340034;HP GSM NOKIA 306;4;354576056631345               
100340034;HP GSM NOKIA 306;4;354576056630727               
100340034;HP GSM NOKIA 306;4;355192052978638               
100340035;HP GSM NOKIA 311;4;355477054750949               
100340035;HP GSM NOKIA 311;4;355477053043148               
100340035;HP GSM NOKIA 311;4;354595056279665               
100340035;HP GSM NOKIA 311;4;354619052676086               
100340036;HP GSM NOKIA 103;5;355484057882604               
100340036;HP GSM NOKIA 103;5;355912056963124               
100340036;HP GSM NOKIA 103;5;355912056908855               
100340036;HP GSM NOKIA 103;5;355912056928556               
100340036;HP GSM NOKIA 103;5;355912056913194               
100340037;HP 2GSM NOKIA 308;4;355496052202927               
100340037;HP 2GSM NOKIA 308;4;355217053835121               
100340037;HP 2GSM NOKIA 308;4;355217053835063               
100340037;HP 2GSM NOKIA 308;4;355496052876209               
100340040;HP GSM NOKIA 309;4;352841057832033               
100340040;HP GSM NOKIA 309;4;352841059773896               
100340040;HP GSM NOKIA 309;4;352841057218407               
100340040;HP GSM NOKIA 309;4;352841057227473               
100340043;HP GSM NOKIA 510;2;353662058284811               
100340043;HP GSM NOKIA 510;2;353662058705302               
100340044;HP 2GSM NOKIA 205 T/F 2GB;3;355488054215387               
100340044;HP 2GSM NOKIA 205 T/F 2GB;3;355499055665181               
100340044;HP 2GSM NOKIA 205 T/F 2GB;3;355499055661461               
100340046;HP GSM NOKIA 205 1 T/F 2GB;5;353700053467161               
100340046;HP GSM NOKIA 205 1 T/F 2GB;5;353700053472096               
100340046;HP GSM NOKIA 205 1 T/F 2GB;5;353700053470744               
100340046;HP GSM NOKIA 205 1 T/F 2GB;5;353700053961577               
100340046;HP GSM NOKIA 205 1 T/F 2GB;5;353700053796791               
100340049;HP GSM NOKIA 109;4;354136058210281               
100340049;HP GSM NOKIA 109;4;354136058233382               
100340049;HP GSM NOKIA 109;4;354136058216304               
100340049;HP GSM NOKIA 109;4;354136058207683               
100340050;HP 2GSM NOKIA 112;2;356331057086562               
100340050;HP 2GSM NOKIA 112;2;356331057045527               
100340051;HP 2GSM NOKIA 206;3;355944051284784               
100340051;HP 2GSM NOKIA 206;3;356324052557208               
100340051;HP 2GSM NOKIA 206;3;356352053650581               
100360017;HP 2GSM POLYTRON W 1350;1;352974050122795               
100360018;HP 2GSM POLYTRON GN 2000;5;352975050172185               
100360018;HP 2GSM POLYTRON GN 2000;5;352975050037867               
100360018;HP 2GSM POLYTRON GN 2000;5;352975050082640               
100360018;HP 2GSM POLYTRON GN 2000;5;352975050082624               
100360018;HP 2GSM POLYTRON GN 2000;5;352975050055505               
